Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_h,char_o,char_n,char_a,char_s,char_i,char_r,char_l,char_d,char_y,char_m,char_w,char_u,char_f,char_c,char_g,char_p,char_b,Language
Geoffrey Chaucer,e,14.93,t,9.12,h,7.67,o,7.29,n,7.17,a,7.06,s,6.35,i,5.67,r,5.58,l,4.11,14.93,9.12,7.67,7.29,7.17,7.06,6.35,5.67,5.58,4.11,4.0,2.91,2.48,2.4,2.35,2.34,2.05,1.72,1.46,1.4,Middle English
