Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_i,char_t,char_a,char_s,char_o,char_n,char_r,char_u,char_c,char_h,char_m,char_d,char_l,char_p,char_f,char_b,char_g,char_v,char_w,Language
Marcus Tullius Cicero,e,11.75,i,9.48,t,8.63,a,7.49,s,7.29,o,6.78,n,6.35,r,5.56,u,4.71,c,3.71,11.75,9.48,8.63,7.49,7.29,6.78,6.35,5.56,4.71,3.71,3.68,3.54,3.51,3.32,2.29,1.93,1.38,1.24,1.17,1.05,Latin with English and Greek (ancient)
