Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_о,char_а,char_е,char_к,char_и,char_т,char_н,char_р,char_л,char_с,char_в,char_у,char_п,char_д,char_б,char_ь,char_м,char_e,char_ч,char_я,Language
Sergej Aleksandrovich Rachinskij,о,10.02,а,6.46,е,6.2,к,5.12,и,5.1,т,4.8,н,4.73,р,4.53,л,4.19,с,4.11,10.02,6.46,6.2,5.12,5.1,4.8,4.73,4.53,4.19,4.11,3.99,3.89,3.29,3.17,2.0,1.92,1.79,1.57,1.35,1.35,Russian
