Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_a,char_t,char_o,char_i,char_n,char_r,char_h,char_s,char_d,char_u,char_l,char_m,char_f,char_c,char_w,char_g,char_p,char_y,char_k,Language
"Shortland, Edward",e,12.34,a,9.44,t,9.38,o,7.91,i,6.95,n,6.69,r,6.4,h,6.4,s,5.31,d,3.79,12.34,9.44,9.38,7.91,6.95,6.69,6.4,6.4,5.31,3.79,3.09,2.96,2.49,2.49,2.35,2.27,2.1,1.95,1.51,1.37,English and Maori
