Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_i,char_o,char_a,char_n,char_r,char_s,char_h,char_l,char_d,char_c,char_u,char_f,char_g,char_p,char_b,char_m,char_y,char_w,Language
Horace Fletcher,e,12.25,t,10.12,i,7.89,o,7.53,a,7.23,n,6.9,r,6.51,s,6.09,h,5.2,l,4.14,12.25,10.12,7.89,7.53,7.23,6.9,6.51,6.09,5.2,4.14,3.42,3.41,2.77,2.67,2.45,2.11,2.02,1.94,1.6,1.55,NU
