Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_o,char_a,char_i,char_n,char_s,char_h,char_r,char_d,char_l,char_u,char_c,char_f,char_m,char_w,char_y,char_p,char_g,char_b,Language
Marcus Tullius Cicero,e,12.57,t,9.46,o,7.83,a,7.67,i,7.43,n,6.94,s,6.87,h,6.24,r,5.79,d,3.73,12.57,9.46,7.83,7.67,7.43,6.94,6.87,6.24,5.79,3.73,3.5,3.06,2.71,2.45,2.4,2.04,1.91,1.86,1.65,1.61,English and Latin
