Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_o,char_a,char_n,char_i,char_r,char_s,char_h,char_l,char_d,char_c,char_u,char_f,char_m,char_p,char_g,char_y,char_b,char_w,char_ſ,char_v,char_ī,char_k,char_é,Language
Karel Capek,e,11.52,t,8.68,o,8.49,a,8.04,n,6.92,i,6.48,r,6.3,s,6.27,h,5.28,l,5.14,11.52,8.68,8.49,8.04,6.92,6.48,6.3,6.27,5.28,5.14,3.71,2.4,3.41,2.06,2.9,1.75,2.17,2.32,1.78,2.12,,,,,,English
Karl Marx and Friedrich Engels,e,12.07,t,9.94,o,8.84,i,8.0,a,7.2,n,6.93,r,6.6,s,6.46,h,4.42,l,3.83,12.07,9.94,8.84,7.2,6.93,8.0,6.6,6.46,4.42,3.83,3.23,3.6,2.86,2.52,2.42,2.45,1.95,1.8,1.51,1.42,,,,,,English
Kate Chopin,e,13.37,t,8.73,a,7.79,o,7.48,n,6.97,h,6.78,i,6.65,s,6.08,r,5.88,d,4.69,13.37,8.73,7.48,7.79,6.97,6.65,5.88,6.08,6.78,4.15,4.69,2.33,2.63,2.08,2.5,1.7,2.21,1.64,1.47,2.48,,,,,,English
Kate Greenaway,e,12.34,t,8.48,o,7.55,r,7.28,a,7.28,i,7.28,n,6.75,s,5.99,l,4.88,h,3.92,12.34,8.48,7.55,7.28,6.75,7.28,7.28,5.99,3.92,4.88,3.55,3.2,3.33,2.24,2.53,2.4,2.25,2.4,1.7,2.08,,,,,,English
Kate Sanborn,e,12.25,t,8.84,a,8.18,o,7.82,n,6.97,i,6.75,s,6.19,r,6.15,h,5.13,d,4.61,12.25,8.84,7.82,8.18,6.97,6.75,6.15,6.19,5.13,4.23,4.61,2.67,2.83,2.29,2.49,1.85,2.33,2.11,1.56,2.24,,,,,,English
Katherine Creighton,e,12.81,t,9.07,a,8.06,o,7.48,n,6.81,i,6.39,r,6.18,h,5.89,s,5.7,l,4.55,12.81,9.07,7.48,8.06,6.81,6.39,6.18,5.7,5.89,4.55,4.47,2.55,2.56,2.48,2.18,1.77,2.4,2.05,1.59,2.61,,,,,,English
Katherine Mansfield,e,12.67,t,8.98,a,8.31,o,7.31,h,6.58,n,6.51,i,6.32,s,6.31,r,5.57,d,4.81,12.67,8.98,7.31,8.31,6.51,6.32,5.57,6.31,6.58,4.54,4.81,2.05,2.82,1.96,2.26,1.67,2.45,2.09,1.61,2.57,,,,,,English
Kenneth Grahame,e,12.0,t,9.38,a,8.32,o,7.7,n,6.93,i,6.44,h,6.21,s,5.9,r,5.69,d,4.98,12.0,9.38,7.7,8.32,6.93,6.44,5.69,5.9,6.21,4.58,4.98,2.09,2.87,2.12,2.38,1.69,2.47,2.18,1.49,2.41,,,,,,English
Kersey Graves,e,12.22,t,9.31,i,8.04,o,7.66,a,7.62,n,7.04,s,6.84,r,6.26,h,6.12,d,3.99,12.22,9.31,7.66,7.62,7.04,8.04,6.26,6.84,6.12,3.58,3.99,3.27,2.42,2.52,2.31,1.88,1.84,1.63,1.52,1.7,,,,,,English
King James I,e,14.58,t,9.65,i,7.68,o,7.28,a,7.11,n,6.55,s,6.47,h,6.36,r,6.06,l,3.53,14.58,9.65,7.28,7.11,6.55,7.68,6.06,6.47,6.36,3.53,3.48,2.78,2.96,2.45,2.35,2.1,1.83,1.49,1.58,1.97,,,,,,English
Krishna-Dwaipayana Vyasa,e,11.81,a,9.39,t,9.14,o,7.15,h,7.09,i,6.98,n,6.89,s,6.67,r,5.93,d,4.65,11.81,9.14,7.15,9.39,6.89,6.98,5.93,6.67,7.09,3.42,4.65,2.17,2.64,2.59,2.14,1.43,2.17,1.68,1.59,1.85,,,,,,English
Kurt Vonnegut,e,11.93,t,9.4,o,8.33,i,7.33,a,7.17,r,6.81,n,6.57,s,5.4,h,4.67,d,4.08,11.93,9.4,8.33,7.17,6.57,7.33,6.81,5.4,4.67,3.85,4.08,3.12,3.21,2.22,2.33,2.7,2.42,2.12,1.74,2.02,,,,,,English
L. Frank Baum,e,12.6,t,9.25,a,7.92,o,7.79,i,6.39,h,6.32,n,6.26,r,6.05,s,5.75,d,4.89,12.6,9.25,7.79,7.92,6.26,6.39,6.05,5.75,6.32,4.16,4.89,2.53,2.87,2.05,2.4,1.73,2.16,2.2,1.44,2.74,,,,,,English
L. M. (Lucy Maud) Montgomery,e,12.53,t,8.89,a,8.01,o,7.28,i,6.74,n,6.61,h,6.17,s,6.07,r,5.63,l,4.76,12.53,8.89,7.28,8.01,6.61,6.74,5.63,6.07,6.17,4.76,4.71,2.04,3.23,1.94,2.5,1.5,2.06,2.6,1.75,2.42,,,,,,English
L. Ron Hubbard,e,12.17,t,9.52,a,8.06,o,7.59,n,7.0,i,6.51,r,5.91,s,5.75,h,5.38,d,4.54,12.17,9.52,7.59,8.06,7.0,6.51,5.91,5.75,5.38,4.17,4.54,2.91,3.09,2.12,2.19,2.1,2.59,2.05,1.6,2.23,,,,,,English
Lady Charlotte Guest,e,12.85,t,9.65,a,8.38,h,8.2,o,7.28,n,7.2,i,6.0,s,5.62,r,5.6,d,5.34,12.85,9.65,7.28,8.38,7.2,6.0,5.6,5.62,8.2,3.7,5.34,2.0,2.53,2.14,2.38,1.27,1.83,1.86,1.33,2.92,,,,,,English
Lady Florence Dixie,e,12.27,t,8.83,a,8.09,o,7.91,n,6.98,i,6.63,r,6.28,s,6.09,h,5.58,d,4.42,12.27,8.83,7.91,8.09,6.98,6.63,6.28,6.09,5.58,3.86,4.42,2.8,3.11,2.36,2.21,1.94,2.55,1.76,1.57,2.59,,,,,,English
Lal Behari Day,e,13.06,t,9.63,a,7.97,h,7.72,o,7.52,n,6.69,i,6.32,s,5.95,r,5.67,d,4.44,13.06,9.63,7.52,7.97,6.69,6.32,5.67,5.95,7.72,3.43,4.44,2.22,2.69,2.29,2.39,1.71,2.12,1.84,1.53,2.53,,,,,,English
Laura Elizabeth Howe Richards,e,12.48,t,9.11,a,7.94,o,7.78,n,7.0,i,6.84,r,6.36,s,6.23,h,5.77,d,4.11,12.48,9.11,7.78,7.94,7.0,6.84,6.36,6.23,5.77,3.9,4.11,2.6,2.77,2.44,2.71,1.83,1.91,2.07,1.61,2.29,,,,,,English
Laura Spencer Portor,e,12.81,t,9.19,a,7.87,o,7.77,i,6.92,n,6.9,s,6.18,h,6.0,r,5.83,d,4.31,12.81,9.19,7.77,7.87,6.9,6.92,5.83,6.18,6.0,4.16,4.31,2.35,2.7,2.32,2.67,1.68,2.03,2.11,1.58,2.3,,,,,,English
Laurence Housman,e,12.35,t,9.17,o,8.59,i,7.39,a,7.22,n,6.85,s,6.22,r,5.27,h,5.23,l,4.12,12.35,9.17,8.59,7.22,6.85,7.39,5.27,6.22,5.23,4.12,3.61,2.31,3.47,1.83,2.76,1.79,2.58,2.96,1.45,2.3,,,,,,English
Laurence Sterne,e,11.38,t,9.64,o,7.93,a,7.78,i,7.31,n,6.96,h,6.38,s,6.36,r,5.86,d,3.93,11.38,9.64,7.93,7.78,6.96,7.31,5.86,6.36,6.38,3.82,3.93,2.65,3.08,2.37,2.64,1.85,1.83,2.08,1.62,2.15,,,,,,English
Lee B. Holum,e,12.7,t,9.82,o,8.0,a,7.67,i,6.79,n,6.69,r,6.66,s,5.63,h,5.3,l,3.99,12.7,9.82,8.0,7.67,6.69,6.79,6.66,5.63,5.3,3.99,3.96,3.21,2.94,2.18,2.25,2.25,2.3,1.71,1.52,2.11,,,,,,English
Leo Tolstoy,e,12.34,t,9.13,a,7.98,o,7.55,n,7.21,i,6.98,h,6.66,s,6.42,r,5.59,d,4.53,12.34,9.13,7.55,7.98,7.21,6.98,5.59,6.42,6.66,3.88,4.53,2.4,2.61,2.2,2.36,1.73,2.05,1.88,1.39,2.33,,,,,,English
Leopold von Ranke,e,13.16,t,10.0,o,7.66,a,7.43,n,7.19,i,7.13,h,6.38,s,6.11,r,5.94,d,4.19,13.16,10.0,7.66,7.43,7.19,7.13,5.94,6.11,6.38,3.64,4.19,3.11,2.47,2.37,2.4,2.08,1.75,1.46,1.4,2.04,,,,,,English
Leslie Waltham,e,12.33,t,9.96,o,8.15,i,7.09,a,6.97,n,6.8,r,6.57,s,5.85,h,5.45,d,3.91,12.33,9.96,8.15,6.97,6.8,7.09,6.57,5.85,5.45,3.29,3.91,3.01,3.05,2.09,2.48,2.07,2.44,2.16,1.52,2.14,,,,,,English
Lester del Rey,e,12.46,t,9.81,o,8.58,r,7.07,n,6.98,i,6.91,a,6.79,s,5.13,h,4.1,d,3.91,12.46,9.81,8.58,6.79,6.98,6.91,7.07,5.13,4.1,3.25,3.91,3.45,3.24,2.31,2.19,2.59,2.54,2.23,1.83,1.95,,,,,,English
Lever Brothers Company,e,11.51,t,9.16,o,8.03,i,7.37,r,7.27,a,7.08,n,6.7,s,5.9,l,4.12,p,3.69,11.51,9.16,8.03,7.08,6.7,7.37,7.27,5.9,3.56,4.12,3.4,3.42,3.45,2.37,2.33,3.69,2.42,1.89,1.74,1.69,,,,,,English
Lewis Carroll,e,12.48,t,9.9,a,7.98,o,7.73,i,7.02,n,6.55,h,6.28,s,5.88,r,5.48,d,4.41,12.48,9.9,7.73,7.98,6.55,7.02,5.48,5.88,6.28,4.24,4.41,2.5,3.2,1.95,2.0,1.63,2.39,2.06,1.42,2.38,,,,,,English
Lewis Tappan,e,12.91,t,9.7,o,7.93,a,7.65,n,7.17,i,6.99,r,6.5,s,6.34,h,5.19,l,3.88,12.91,9.7,7.93,7.65,7.17,6.99,6.5,6.34,5.19,3.88,3.58,3.01,2.94,2.63,2.22,2.04,1.67,1.86,1.54,1.82,,,,,,English
Lilian Bell,e,12.76,t,9.04,a,7.79,o,7.61,i,7.34,n,6.85,s,6.18,r,5.96,h,5.57,d,3.96,12.76,9.04,7.61,7.79,6.85,7.34,5.96,6.18,5.57,3.94,3.96,2.49,3.11,2.15,2.86,1.75,2.04,2.06,1.59,2.4,,,,,,English
Lodisa Frizell,e,12.74,t,9.35,o,8.07,a,7.55,i,6.74,r,6.65,n,6.33,s,5.98,h,5.51,d,3.86,12.74,9.35,8.07,7.55,6.33,6.74,6.65,5.98,5.51,3.76,3.86,2.65,2.89,2.46,2.48,2.07,2.19,1.89,1.65,2.62,,,,,,English
Logan Marshall,e,12.85,t,9.35,a,8.07,o,7.46,h,7.16,n,6.55,i,6.27,s,5.8,r,5.77,d,5.0,12.85,9.35,7.46,8.07,6.55,6.27,5.77,5.8,7.16,4.18,5.0,2.31,2.7,2.11,2.25,1.61,2.27,1.78,1.6,2.64,,,,,,English
Longinus,e,12.08,t,9.06,i,7.66,o,7.64,a,7.37,s,7.04,n,6.61,r,5.99,h,5.47,l,3.82,12.08,9.06,7.64,7.37,6.61,7.66,5.99,7.04,5.47,3.82,3.47,2.77,2.94,2.45,2.35,2.03,1.99,1.75,1.57,1.86,,,,,,English
Lord Byron,e,12.25,t,8.88,a,7.96,o,7.55,s,7.02,h,6.62,n,6.6,i,6.44,r,6.22,l,4.41,12.25,8.88,7.55,7.96,6.6,6.44,6.22,7.02,6.62,4.41,4.1,2.4,3.01,2.1,2.45,1.67,2.0,1.75,1.63,2.53,,,,,,English
Lord Charnwood,e,12.4,t,9.5,a,7.85,o,7.7,n,7.43,i,7.23,s,6.41,r,5.93,h,5.85,l,4.07,12.4,9.5,7.7,7.85,7.43,7.23,5.93,6.41,5.85,4.07,3.91,3.16,2.7,2.41,2.5,1.93,1.72,1.65,1.46,2.16,,,,,,English
Lord Timothy Dexter,e,12.51,t,9.3,o,8.45,a,7.51,n,6.81,i,6.55,r,6.42,s,6.28,h,5.29,d,4.09,12.51,9.3,8.45,7.51,6.81,6.55,6.42,6.28,5.29,4.02,4.09,2.28,2.8,2.38,2.7,1.94,2.23,2.11,1.64,2.31,,,,,,English
Louis Antoine Fauvelet de Bourrienne,e,13.11,t,9.41,a,7.9,o,7.77,i,7.05,n,7.02,r,6.17,h,6.07,s,6.03,d,4.15,13.11,9.41,7.77,7.9,7.02,7.05,6.17,6.03,6.07,3.48,4.15,3.0,2.69,2.58,2.62,2.08,1.64,1.57,1.53,2.04,,,,,,English
Louis Becke,e,12.75,t,9.54,o,7.97,a,7.93,n,7.0,r,6.56,i,6.43,s,5.58,h,5.49,d,4.14,12.75,9.54,7.97,7.93,7.0,6.43,6.56,5.58,5.49,3.34,4.14,3.09,2.76,2.42,2.42,2.42,2.25,1.89,1.7,2.09,,,,,,English
Louis Charbonneau,e,12.51,t,9.15,a,7.74,o,7.43,i,7.3,n,6.88,h,5.83,s,5.77,r,5.66,d,4.59,12.51,9.15,7.43,7.74,6.88,7.3,5.66,5.77,5.83,4.26,4.59,2.57,2.89,2.29,2.72,1.72,2.3,2.08,1.56,2.4,,,,,,English
Louisa M. Alcott,e,12.35,t,8.68,a,8.1,o,7.71,n,6.61,i,6.61,s,6.14,h,6.13,r,5.84,d,4.74,12.35,8.68,7.71,8.1,6.61,6.61,5.84,6.14,6.13,4.56,4.74,2.13,2.96,2.2,2.49,1.74,2.24,2.28,1.58,2.37,,,,,,English
Louisa Maria Dundas,e,12.89,t,9.32,a,7.67,o,7.6,r,6.53,i,6.52,n,6.4,h,6.39,s,5.95,d,4.79,12.89,9.32,7.6,7.67,6.4,6.52,6.53,5.95,6.39,3.91,4.79,2.72,2.66,2.4,2.05,2.15,2.13,2.06,1.48,2.3,,,,,,English
Louisa May Alcott,e,12.21,t,8.77,a,8.13,o,7.68,n,6.71,i,6.59,h,6.2,s,6.09,r,5.7,d,4.94,12.21,8.77,7.68,8.13,6.71,6.59,5.7,6.09,6.2,4.46,4.94,2.07,2.92,2.21,2.56,1.71,2.2,2.32,1.63,2.42,,,,,,English
Lucas Malet,e,12.31,t,8.7,a,7.97,o,7.52,i,7.31,n,7.12,s,6.31,r,5.98,h,5.67,l,4.31,12.31,8.7,7.52,7.97,7.12,7.31,5.98,6.31,5.67,4.31,4.27,2.65,3.04,2.33,2.63,1.89,2.16,2.13,1.48,1.88,,,,,,English
Lucian of Samosata,e,12.44,t,9.45,a,7.76,o,7.57,n,7.08,i,6.67,h,6.22,s,6.22,r,6.11,d,4.18,12.44,9.45,7.57,7.76,7.08,6.67,6.11,6.22,6.22,3.65,4.18,2.49,3.18,2.47,2.29,1.93,1.99,1.8,1.47,2.59,,,,,,English
Lucien Biart,e,12.42,t,9.08,a,7.9,o,7.43,i,7.08,n,6.62,s,6.31,r,5.98,h,5.8,d,4.45,12.42,9.08,7.43,7.9,6.62,7.08,5.98,6.31,5.8,4.16,4.45,2.99,3.48,2.28,2.28,1.74,2.12,1.64,1.5,2.44,,,,,,English
Lucius Annaeus Seneca,e,12.39,t,9.97,o,8.02,a,8.0,i,7.21,n,7.1,s,6.68,h,5.98,r,5.92,d,3.58,12.39,9.97,8.02,8.0,7.1,7.21,5.92,6.68,5.98,3.43,3.58,2.37,3.04,2.67,2.58,1.76,1.64,1.76,1.6,2.1,,,,,,English
Lucy Maud Montgomery,e,12.23,t,8.74,a,8.28,o,7.39,n,6.95,i,6.83,s,6.2,h,6.02,r,5.78,l,4.69,12.23,8.74,7.39,8.28,6.95,6.83,5.78,6.2,6.02,4.69,4.63,2.15,2.92,1.96,2.48,1.53,2.19,2.33,1.64,2.48,,,,,,English
Ludovic Halevy,e,12.8,t,9.31,a,7.92,o,7.82,i,6.9,n,6.58,s,6.14,h,6.04,r,5.96,l,4.35,12.8,9.31,7.82,7.92,6.58,6.9,5.96,6.14,6.04,4.35,4.07,2.4,3.11,2.11,2.56,1.61,1.86,2.3,1.47,2.2,,,,,,English
Luis Senarens,e,12.63,t,9.21,a,8.11,o,7.56,n,6.82,r,6.68,i,6.42,s,5.86,h,5.33,l,4.27,12.63,9.21,7.56,8.11,6.82,6.42,6.68,5.86,5.33,4.27,4.24,3.0,2.75,2.34,2.02,1.89,1.99,2.02,1.67,2.54,,,,,,English
L__on Cahun,e,12.19,t,8.94,a,8.4,o,7.68,i,6.97,n,6.81,h,6.43,s,6.16,r,5.92,d,4.5,12.19,8.94,7.68,8.4,6.81,6.97,5.92,6.16,6.43,3.83,4.5,2.67,2.85,2.17,2.48,1.76,2.08,1.86,1.61,2.42,,,,,,English
M. E. Billings,e,11.81,r,7.87,a,7.55,i,7.3,t,7.23,n,7.14,o,6.87,s,5.97,l,4.76,d,4.33,11.81,7.23,6.87,7.55,7.14,7.3,7.87,5.97,4.06,4.76,4.33,3.62,2.54,2.07,2.98,2.11,2.24,2.02,,1.97,,1.98,,,,English
M. G. Lewis,e,13.21,t,8.76,o,7.66,a,7.25,i,6.94,n,6.73,s,6.66,h,6.35,r,6.26,d,4.56,13.21,8.76,7.66,7.25,6.73,6.94,6.26,6.66,6.35,3.64,4.56,2.62,3.02,2.24,2.81,1.93,1.68,1.97,1.48,2.01,,,,,,English
M. T. Cicero,e,12.37,t,9.49,o,7.88,a,7.78,i,7.39,n,6.92,s,6.78,h,6.46,r,5.52,d,3.72,12.37,9.49,7.88,7.78,6.92,7.39,5.52,6.78,6.46,3.44,3.72,2.7,2.99,2.45,2.27,1.89,1.64,1.96,1.61,2.22,,,,,,English
Mabel Cook Cole,e,13.0,t,9.63,a,8.6,o,7.57,h,7.26,n,7.07,i,6.35,s,5.5,r,5.38,d,4.68,13.0,9.63,7.57,8.6,7.07,6.35,5.38,5.5,7.26,3.68,4.68,2.11,2.55,2.03,2.31,1.74,2.32,1.84,1.63,2.65,,,,,,English
Madison Clinton Peters,e,11.9,t,9.05,o,7.92,a,7.67,i,7.65,n,7.26,r,6.31,s,6.06,h,5.78,d,3.97,11.9,9.05,7.92,7.67,7.26,7.65,6.31,6.06,5.78,3.87,3.97,3.25,2.68,2.53,2.53,2.06,2.02,1.75,1.56,2.05,,,,,,English
Madison Grant,e,12.45,t,8.65,a,8.61,n,7.96,i,7.66,o,7.16,r,6.7,s,6.54,h,4.98,l,4.1,12.45,8.65,7.16,8.61,7.96,7.66,6.7,6.54,4.98,4.1,3.64,3.37,2.56,2.24,2.26,2.35,1.88,1.62,1.51,1.37,,,,,,English
Madison J. Cawein,e,12.01,t,8.19,a,7.81,o,7.65,s,6.98,n,6.57,r,6.56,h,6.24,i,6.2,d,4.96,12.01,8.19,7.65,7.81,6.57,6.2,6.56,6.98,6.24,4.63,4.96,2.31,2.87,2.39,2.34,1.56,2.43,1.55,1.63,2.73,,,,,,English
Malcolm Jameson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English
Manly Palmer Hall,e,12.59,t,10.21,i,7.53,o,7.31,a,7.18,h,6.85,n,6.48,s,6.42,r,6.37,l,3.99,12.59,10.21,7.31,7.18,6.48,7.53,6.37,6.42,6.85,3.99,3.64,2.62,2.64,2.68,2.27,2.05,2.05,1.59,1.42,2.15,,,,,,English
Marcel Proust,e,12.73,t,9.26,a,7.79,o,7.71,i,6.98,n,6.92,h,6.75,s,6.25,r,5.54,d,4.08,12.73,9.26,7.71,7.79,6.92,6.98,5.54,6.25,6.75,3.91,4.08,2.55,2.78,2.45,2.75,1.69,1.91,1.81,1.4,2.58,,,,,,English
Marco Polo,e,11.78,t,8.87,a,8.62,i,7.64,n,7.44,o,7.39,s,6.56,r,6.24,h,5.79,l,3.77,11.78,8.87,7.39,8.62,7.44,7.64,6.24,6.56,5.79,3.77,3.67,2.99,2.72,2.37,2.47,1.91,1.89,1.58,1.65,1.55,,,,,,English
Marcus Aurelius,e,11.8,t,10.06,o,8.3,a,7.64,n,7.32,i,7.14,s,6.41,h,6.29,r,6.01,l,3.67,11.8,10.06,8.3,7.64,7.32,7.14,6.01,6.41,6.29,3.67,3.64,2.56,3.18,2.49,2.36,1.71,1.73,2.09,1.45,2.05,,,,,,English
Margaret Alice Murray,e,13.28,t,8.98,a,8.06,i,7.41,n,7.13,o,7.11,s,6.3,r,5.89,h,5.71,l,4.15,13.28,8.98,7.11,8.06,7.13,7.41,5.89,6.3,5.71,4.15,4.04,3.08,2.68,2.33,2.52,1.81,1.79,1.41,1.66,1.89,,,,,,English
Margaret Cobb Rogers,e,13.35,t,9.7,o,7.78,i,7.38,n,7.24,a,6.98,r,6.51,s,6.49,h,4.82,l,3.72,13.35,9.7,7.78,6.98,7.24,7.38,6.51,6.49,4.82,3.72,3.56,3.59,2.31,2.63,2.34,2.54,2.49,1.38,1.38,1.59,,,,,,English
Margaret Stuart Lane,e,12.89,t,8.6,a,8.14,o,7.74,n,6.87,h,6.61,s,6.54,r,6.47,i,6.44,d,4.55,12.89,8.6,7.74,8.14,6.87,6.44,6.47,6.54,6.61,4.06,4.55,2.26,2.53,2.18,2.62,1.41,2.26,1.92,1.36,2.3,,,,,,English
Margaret Wilson,e,12.76,t,9.07,h,7.8,a,7.72,o,7.2,n,6.72,i,6.42,s,6.02,r,5.65,d,4.55,12.76,9.07,7.2,7.72,6.72,6.42,5.65,6.02,7.8,4.26,4.55,2.17,2.72,1.98,2.47,1.32,2.4,2.05,1.67,2.87,,,,,,English
Margery Williams,e,12.37,t,9.86,o,7.73,a,7.53,n,6.83,i,6.66,r,6.3,h,5.44,s,5.41,d,4.25,12.37,9.86,7.73,7.53,6.83,6.66,6.3,5.41,5.44,3.98,4.25,2.75,2.92,2.06,2.2,2.14,2.35,2.17,2.34,2.24,,,,,,English
Maria Edgeworth,e,11.71,t,8.61,o,8.34,a,7.98,n,7.04,i,6.64,r,6.3,s,6.1,h,5.93,d,4.65,11.71,8.61,8.34,7.98,7.04,6.64,6.3,6.1,5.93,4.31,4.65,2.56,2.95,2.13,2.75,1.61,1.96,2.44,1.74,2.15,,,,,,English
Marie Belloc Lowndes,e,12.67,t,9.37,a,8.05,o,7.75,n,6.53,h,6.5,i,6.45,s,6.1,r,5.99,d,4.25,12.67,9.37,7.75,8.05,6.53,6.45,5.99,6.1,6.5,4.19,4.25,2.38,2.83,2.07,2.58,1.48,2.16,2.28,1.4,2.5,,,,,,English
Mark Twain,e,12.22,t,9.52,a,8.3,o,7.57,n,7.11,i,6.94,s,6.12,h,6.11,r,5.66,d,4.6,12.22,9.52,7.57,8.3,7.11,6.94,5.66,6.12,6.11,3.95,4.6,2.35,2.94,2.21,2.43,1.67,2.07,2.03,1.5,2.49,,,,,,English
Mark Twain (Samuel Clemens),e,12.23,t,9.46,a,8.28,o,7.59,n,7.14,i,6.85,s,6.2,h,5.96,r,5.69,d,4.56,12.23,9.46,7.59,8.28,7.14,6.85,5.69,6.2,5.96,3.97,4.56,2.45,2.87,2.22,2.43,1.77,2.14,1.96,1.55,2.41,,,,,,English
Mark Twain and Charles Dudley Warner,e,12.23,t,9.46,a,8.06,o,7.74,n,7.11,i,6.9,h,6.38,s,6.2,r,5.7,l,4.26,12.23,9.46,7.74,8.06,7.11,6.9,5.7,6.2,6.38,4.26,4.26,2.34,2.88,2.14,2.37,1.83,2.0,2.01,1.45,2.5,,,,,,English
Marsden Hartley,e,12.7,t,9.48,i,8.15,a,7.68,o,7.43,n,6.96,s,6.87,r,6.13,h,5.75,l,3.96,12.7,9.48,7.43,7.68,6.96,8.15,6.13,6.87,5.75,3.96,3.21,2.85,2.47,2.82,2.49,1.95,1.82,1.84,1.22,1.96,,,,,,English
Martin Dobrizhoffer,e,12.56,t,9.18,a,8.11,o,7.29,i,6.96,n,6.67,s,6.67,r,6.52,h,6.06,d,3.96,12.56,9.18,7.29,8.11,6.67,6.96,6.52,6.67,6.06,3.65,3.96,2.63,3.05,2.59,2.23,1.91,1.92,1.96,1.66,1.96,,,,,,English
Martin Luther,e,12.58,t,9.9,o,8.03,a,7.27,s,7.02,i,6.89,h,6.72,n,6.25,r,5.85,l,3.95,12.58,9.9,8.03,7.27,6.25,6.89,5.85,7.02,6.72,3.95,3.58,2.77,2.9,2.65,2.13,1.9,1.95,1.81,1.45,2.29,,,,,,English
Mary E. Wilkins Freeman,e,12.57,t,8.97,a,8.18,o,7.41,n,7.32,h,6.57,s,6.32,r,6.27,i,6.11,d,4.6,12.57,8.97,7.41,8.18,7.32,6.11,6.27,6.32,6.57,3.93,4.6,2.4,2.65,2.09,2.31,1.9,2.21,1.82,1.6,2.55,,,,,,English
Mary Elizabeth Braddon,e,12.47,t,8.7,a,8.13,o,7.78,n,6.65,h,6.65,i,6.55,r,6.1,s,6.06,d,4.58,12.47,8.7,7.78,8.13,6.65,6.55,6.1,6.06,6.65,4.15,4.58,2.29,2.88,2.29,2.55,1.59,2.02,2.28,1.62,2.36,,,,,,English
Mary Fox,e,12.79,t,9.48,o,7.98,a,7.65,i,7.17,n,7.13,s,6.5,r,6.2,h,5.3,l,3.79,12.79,9.48,7.98,7.65,7.13,7.17,6.2,6.5,5.3,3.79,3.75,3.2,2.97,2.48,2.38,2.03,1.8,1.84,1.52,1.8,,,,,,English
Mary Graham Bonner,e,12.8,t,9.17,a,8.28,o,7.59,h,6.54,n,6.22,i,6.14,s,5.93,r,5.44,d,4.79,12.8,9.17,7.59,8.28,6.22,6.14,5.44,5.93,6.54,4.56,4.79,2.09,2.88,1.94,2.41,1.55,2.11,2.56,1.74,2.7,,,,,,English
Mary J. Holmes,e,12.58,t,8.47,a,8.42,o,7.26,n,7.23,h,7.17,i,6.59,s,6.26,r,5.82,d,4.86,12.58,8.47,7.26,8.42,7.23,6.59,5.82,6.26,7.17,3.93,4.86,2.24,2.53,2.01,2.43,1.47,2.06,1.98,1.34,2.87,,,,,,English
Mary Jane Holmes,e,12.57,t,8.52,a,8.33,o,7.45,h,7.2,n,7.03,i,6.63,s,6.07,r,5.79,d,4.92,12.57,8.52,7.45,8.33,7.03,6.63,5.79,6.07,7.2,3.87,4.92,2.27,2.51,2.18,2.56,1.47,2.01,1.98,1.33,2.83,,,,,,English
Mary Johnston,e,12.26,a,9.39,t,8.89,o,7.37,n,7.37,i,6.43,h,6.34,s,5.93,r,5.81,d,5.17,12.26,8.89,7.37,9.39,7.37,6.43,5.81,5.93,6.34,3.9,5.17,2.13,2.75,1.96,2.41,1.51,2.32,1.56,1.48,2.78,,,,,,English
Mary L. (Lilian) Read,e,11.76,t,8.27,i,8.02,o,7.7,a,7.57,n,7.2,s,6.92,r,6.56,l,4.7,h,4.33,11.76,8.27,7.7,7.57,7.2,8.02,6.56,6.92,4.33,4.7,3.96,3.57,2.78,2.43,2.43,2.26,2.33,1.84,1.65,1.35,,,,,,English
Mary Lois Kissell,e,12.18,t,9.84,o,7.95,i,7.47,a,7.17,r,7.07,n,6.79,s,5.57,h,4.33,d,3.57,12.18,9.84,7.95,7.17,6.79,7.47,7.07,5.57,4.33,3.48,3.57,3.33,3.03,2.64,2.37,2.57,2.5,1.71,1.79,2.1,,,,,,English
Mary Shelley,e,13.21,t,8.76,a,7.68,o,7.26,i,7.09,n,7.01,s,6.04,r,5.95,h,5.68,d,4.84,13.21,8.76,7.26,7.68,7.01,7.09,5.95,6.04,5.68,3.65,4.84,2.67,2.99,2.5,3.04,1.76,1.71,2.3,1.44,2.21,,,,,,English
Mary W. Shelley,e,13.2,t,8.74,a,7.66,o,7.29,i,7.08,n,7.01,s,6.09,r,5.98,h,5.68,d,4.82,13.2,8.74,7.29,7.66,7.01,7.08,5.98,6.09,5.68,3.65,4.82,2.66,2.99,2.52,3.04,1.76,1.73,2.27,1.44,2.2,,,,,,English
Mary Wollstonecraft Shelley,e,13.24,t,8.74,a,7.68,o,7.25,i,7.06,n,7.0,s,6.08,r,5.99,h,5.67,d,4.84,13.24,8.74,7.25,7.68,7.0,7.06,5.99,6.08,5.67,3.65,4.84,2.66,2.99,2.5,3.04,1.76,1.71,2.27,1.44,2.2,,,,,,English
