Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_o,char_a,char_n,char_s,char_r,char_h,char_i,char_d,char_l,char_y,char_u,char_f,char_w,char_m,char_c,char_þ,char_g,char_b,Language
Anonymous,e,15.35,t,8.16,o,7.54,a,6.75,n,6.45,s,6.06,r,5.76,h,5.71,i,5.14,d,4.41,15.35,8.16,7.54,6.75,6.45,6.06,5.76,5.71,5.14,4.41,4.3,3.44,2.66,2.5,2.39,2.2,2.1,1.98,1.87,1.79,"English, Middle (1100-1500)"
